"","Name","Agency","LAT","LONG","ELEV_FT","ELEV_SRC","Ratio","N","Spear","Distance"
"1","aasu_UH","UH",-14.30980833,-170.7715583,"1175","MESONET",NA,NA,NA,6647.11906041357
"2","aasufou80","USGS",-14.31393611,-170.7701056,"1340","USGS",NA,NA,NA,6345.62291654162
"3","aasufou90","USGS",-14.31421389,-170.7712167,"1320","USGS",NA,NA,NA,6450.45364463039
"4","afono_UH","UH",-14.26737778,-170.6506194,"276","MESONET",NA,NA,NA,9879.48169110145
"5","airport5101","USGS",-14.33166667,-170.7141667,"10","USGS",NA,NA,NA,NA
"6","airport80","USGS",-14.3369266,-170.7209097,"25","DEM",NA,NA,NA,931.564563473355
"7","aoloafou","USGS",-14.30949167,-170.7739944,"1340","USGS",NA,NA,NA,6904.95807622143
"8","aua","USGS",-14.26755,-170.6606611,"240","USGS",NA,NA,NA,9146.07533579485
"9","aunuu","USGS",-14.28532778,-170.5534389,"140","USGS",NA,NA,NA,18082.7169997641
"10","aunuu_UH","UH",-14.28516111,-170.5535361,"112","MESONET",NA,NA,NA,18077.9070562735
"11","fagaitua","USGS",-14.26727222,-170.61705,"160","USGS",1.00192242967811,1274,0.705167337012738,12670.9897624491
"12","GML_SMO","NOAA",-14.2474,-170.5644,"138","NOAA",NA,NA,NA,18656.1921416406
"13","iliili","USGS",-14.34180556,-170.7469444,"200","USGS",NA,NA,NA,3709.57199649428
"14","malaeimi","USGS",-14.31166667,-170.7327778,"150","USGS",NA,NA,NA,2987.96871214059
"15","malaeimi_1691","USGS",-14.31754722,-170.7392722,"140","USGS",0.681299691489471,1417,0.770276669452274,3126.64496912553
"16","maloata","USGS",-14.30726944,-170.8126056,"130","USGS",NA,NA,NA,10957.5847437358
"17","masefau","USGS",-14.26055556,-170.62,"730","USGS",NA,NA,NA,12850.2896103929
"18","matatula","USGS",-14.24699722,-170.5642722,"260","USGS",NA,NA,NA,18690.4462893623
"19","mt_alava","USGS",-14.26560556,-170.6889944,"1,610","USGS",NA,NA,NA,7797.41386821457
"20","pioa_afono","USGS",-14.26643889,-170.6559389,"870","USGS",NA,NA,NA,9568.29200017889
"21","poloa_UH","UH",-14.31958056,-170.8306889,"469","MESONET",NA,NA,NA,12641.358103832
"22","satala","USGS",-14.27060556,-170.6939944,"5","USGS",0.769639036963129,1353,0.74852159257365,7097.84346122009
"23","siufaga_WRCC","WRCC",-14.276111,-170.721944,"480","WRCC",NA,NA,NA,6203.80331322611
"24","toa_ridge_WRCC","WRCC",-14.261131,-170.687222,"1285","WRCC",NA,NA,NA,8328.10506505415
"25","vaipito_res","USGS",-14.28294444,-170.7101944,"305","USGS",0.724616528065153,1358,0.726796101368868,5407.73960568448
"26","vaipito_UH","UH",-14.282975,-170.7106361,"302","MESONET",NA,NA,NA,5400.79894520178
"27","vaipito2000","USGS",-14.28866111,-170.70705,"460","USGS",NA,NA,NA,4819.77693184212
