"","Name","Agency","LAT","LONG","ELEV_FT","ELEV_SRC","Ratio","N","Spear","Distance"
"1","aasu_UH","UH",-14.30980833,-170.7715583,"1175","MESONET",NA,NA,NA,482.850064454963
"2","aasufou80","USGS",-14.31393611,-170.7701056,"1340","USGS",NA,NA,NA,NA
"3","aasufou90","USGS",-14.31421389,-170.7712167,"1320","USGS",NA,NA,NA,123.749048900159
"4","afono_UH","UH",-14.26737778,-170.6506194,"276","MESONET",NA,NA,NA,13883.2374954925
"5","airport5101","USGS",-14.33166667,-170.7141667,"10","USGS",NA,NA,NA,6345.62291654162
"6","airport80","USGS",-14.3369266,-170.7209097,"25","DEM",NA,NA,NA,5885.36962940168
"7","aoloafou","USGS",-14.30949167,-170.7739944,"1340","USGS",NA,NA,NA,646.39997732439
"8","aua","USGS",-14.26755,-170.6606611,"240","USGS",NA,NA,NA,12875.7760868621
"9","aunuu","USGS",-14.28532778,-170.5534389,"140","USGS",NA,NA,NA,23590.0427609796
"10","aunuu_UH","UH",-14.28516111,-170.5535361,"112","MESONET",NA,NA,NA,23582.1415289102
"11","fagaitua","USGS",-14.26727222,-170.61705,"160","USGS",NA,NA,NA,17302.4784329509
"12","GML_SMO","NOAA",-14.2474,-170.5644,"138","NOAA",NA,NA,NA,23384.9289587624
"13","iliili","USGS",-14.34180556,-170.7469444,"200","USGS",NA,NA,NA,3968.78643884371
"14","malaeimi","USGS",-14.31166667,-170.7327778,"150","USGS",NA,NA,NA,4034.9772710821
"15","malaeimi_1691","USGS",-14.31754722,-170.7392722,"140","USGS",1.14771736334247,3183,0.796506377106026,3350.36558722217
"16","maloata","USGS",-14.30726944,-170.8126056,"130","USGS",NA,NA,NA,4644.1612372527
"17","masefau","USGS",-14.26055556,-170.62,"730","USGS",NA,NA,NA,17239.4307290611
"18","matatula","USGS",-14.24699722,-170.5642722,"260","USGS",NA,NA,NA,23412.0961522233
"19","mt_alava","USGS",-14.26560556,-170.6889944,"1,610","USGS",NA,NA,NA,10256.0401382564
"20","pioa_afono","USGS",-14.26643889,-170.6559389,"870","USGS",1.32448616030323,5049,0.831337410323447,13392.3952617956
"21","poloa_UH","UH",-14.31958056,-170.8306889,"469","MESONET",NA,NA,NA,6565.7598138387
"22","satala","USGS",-14.27060556,-170.6939944,"5","USGS",NA,NA,NA,9509.08498890809
"23","siufaga_WRCC","WRCC",-14.276111,-170.721944,"480","WRCC",NA,NA,NA,6672.10693721446
"24","toa_ridge_WRCC","WRCC",-14.261131,-170.687222,"1285","WRCC",NA,NA,NA,10682.3026750553
"25","vaipito_res","USGS",-14.28294444,-170.7101944,"305","USGS",1.2206889000744,1766,0.760387242781871,7317.19119438576
"26","vaipito_UH","UH",-14.282975,-170.7106361,"302","MESONET",NA,NA,NA,7273.53238580231
"27","vaipito2000","USGS",-14.28866111,-170.70705,"460","USGS",2.07516025769064,3705,0.770610936446116,7355.51060618508
